record_id,relation,target_carrier,target_score_basis,target_score_source,control_carrier,control_record_id,control_score_basis,control_score_source,carrier_contrast_delta,carrier_contrast_abs_delta,carrier_role_expected,carrier_role_observed,carrier_specificity_support,overbroad_carrier_flag,geometry_sharpening_flag,evidence_available,interpretation
C_vs_Cp2__no_window,C_vs_Cp2,no_window,0.9999708600849608,obs080d_carrier_mean_ba,stability_core_3,C_vs_Cp2__stability_core_3,0.9825948228464676,obs080d_carrier_mean_ba,0.017376037238493236,0.017376037238493236,non_window_redundancy_control,similar_or_redundant,weak,True,False,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp2__no_window,C_vs_Cp2,no_window,0.9999708600849608,obs080d_carrier_mean_ba,geometry_scores_only,C_vs_Cp2__geometry_scores_only,0.9834779716091624,obs080d_carrier_mean_ba,0.01649288847579844,0.01649288847579844,non_window_redundancy_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp2__no_window,C_vs_Cp2,no_window,0.9999708600849608,obs080d_carrier_mean_ba,stability_plus_geometry,C_vs_Cp2__stability_plus_geometry,0.993301908258506,obs080d_carrier_mean_ba,0.006668951826454883,0.006668951826454883,non_window_redundancy_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp2__no_window,C_vs_Cp2,no_window,0.9999708600849608,obs080d_carrier_mean_ba,strict_numeric_all,C_vs_Cp2__strict_numeric_all,0.9999708600849608,obs080d_carrier_mean_ba,0.0,0.0,non_window_redundancy_control,similar_or_redundant,weak,True,False,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp2__no_window,C_vs_Cp2,no_window,0.9999708600849608,obs080d_carrier_mean_ba,path_shares_only,C_vs_Cp2__path_shares_only,0.8989012329740419,obs080d_carrier_mean_ba,0.10106962711091894,0.10106962711091894,non_window_redundancy_control,target_specificity_candidate,strong,False,False,True,Carrier contrast is strong; carrier role is more differentiated for this relation.
C_vs_Cp2__stability_plus_geometry,C_vs_Cp2,stability_plus_geometry,0.993301908258506,obs080d_carrier_mean_ba,stability_core_3,C_vs_Cp2__stability_core_3,0.9825948228464676,obs080d_carrier_mean_ba,0.010707085412038353,0.010707085412038353,geometry_sharpening_candidate,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp2__stability_plus_geometry,C_vs_Cp2,stability_plus_geometry,0.993301908258506,obs080d_carrier_mean_ba,geometry_scores_only,C_vs_Cp2__geometry_scores_only,0.9834779716091624,obs080d_carrier_mean_ba,0.009823936649343556,0.009823936649343556,geometry_sharpening_candidate,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp2__stability_plus_geometry,C_vs_Cp2,stability_plus_geometry,0.993301908258506,obs080d_carrier_mean_ba,no_window,C_vs_Cp2__no_window,0.9999708600849608,obs080d_carrier_mean_ba,-0.006668951826454883,0.006668951826454883,geometry_sharpening_candidate,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp2__stability_plus_geometry,C_vs_Cp2,stability_plus_geometry,0.993301908258506,obs080d_carrier_mean_ba,strict_numeric_all,C_vs_Cp2__strict_numeric_all,0.9999708600849608,obs080d_carrier_mean_ba,-0.006668951826454883,0.006668951826454883,geometry_sharpening_candidate,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp2__stability_plus_geometry,C_vs_Cp2,stability_plus_geometry,0.993301908258506,obs080d_carrier_mean_ba,path_shares_only,C_vs_Cp2__path_shares_only,0.8989012329740419,obs080d_carrier_mean_ba,0.09440067528446405,0.09440067528446405,geometry_sharpening_candidate,geometry_sharpening_or_required_candidate,moderate,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
C_vs_Cp2__strict_numeric_all,C_vs_Cp2,strict_numeric_all,0.9999708600849608,obs080d_carrier_mean_ba,stability_core_3,C_vs_Cp2__stability_core_3,0.9825948228464676,obs080d_carrier_mean_ba,0.017376037238493236,0.017376037238493236,strict_numeric_reference_control,similar_or_redundant,weak,True,False,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp2__strict_numeric_all,C_vs_Cp2,strict_numeric_all,0.9999708600849608,obs080d_carrier_mean_ba,geometry_scores_only,C_vs_Cp2__geometry_scores_only,0.9834779716091624,obs080d_carrier_mean_ba,0.01649288847579844,0.01649288847579844,strict_numeric_reference_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp2__strict_numeric_all,C_vs_Cp2,strict_numeric_all,0.9999708600849608,obs080d_carrier_mean_ba,no_window,C_vs_Cp2__no_window,0.9999708600849608,obs080d_carrier_mean_ba,0.0,0.0,strict_numeric_reference_control,similar_or_redundant,weak,True,False,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp2__strict_numeric_all,C_vs_Cp2,strict_numeric_all,0.9999708600849608,obs080d_carrier_mean_ba,stability_plus_geometry,C_vs_Cp2__stability_plus_geometry,0.993301908258506,obs080d_carrier_mean_ba,0.006668951826454883,0.006668951826454883,strict_numeric_reference_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp2__strict_numeric_all,C_vs_Cp2,strict_numeric_all,0.9999708600849608,obs080d_carrier_mean_ba,path_shares_only,C_vs_Cp2__path_shares_only,0.8989012329740419,obs080d_carrier_mean_ba,0.10106962711091894,0.10106962711091894,strict_numeric_reference_control,target_specificity_candidate,strong,False,False,True,Carrier contrast is strong; carrier role is more differentiated for this relation.
C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,0.8989012329740419,obs080d_carrier_mean_ba,stability_core_3,C_vs_Cp2__stability_core_3,0.9825948228464676,obs080d_carrier_mean_ba,-0.0836935898724257,0.0836935898724257,path_support_control,target_weaker_than_control,moderate,False,False,True,Carrier contrast is moderate; carrier role is more differentiated for this relation.
C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,0.8989012329740419,obs080d_carrier_mean_ba,geometry_scores_only,C_vs_Cp2__geometry_scores_only,0.9834779716091624,obs080d_carrier_mean_ba,-0.0845767386351205,0.0845767386351205,path_support_control,target_weaker_than_control,moderate,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,0.8989012329740419,obs080d_carrier_mean_ba,no_window,C_vs_Cp2__no_window,0.9999708600849608,obs080d_carrier_mean_ba,-0.10106962711091894,0.10106962711091894,path_support_control,target_weaker_than_control,strong,False,False,True,Carrier contrast is strong; carrier role is more differentiated for this relation.
C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,0.8989012329740419,obs080d_carrier_mean_ba,stability_plus_geometry,C_vs_Cp2__stability_plus_geometry,0.993301908258506,obs080d_carrier_mean_ba,-0.09440067528446405,0.09440067528446405,path_support_control,target_weaker_than_control,moderate,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,0.8989012329740419,obs080d_carrier_mean_ba,strict_numeric_all,C_vs_Cp2__strict_numeric_all,0.9999708600849608,obs080d_carrier_mean_ba,-0.10106962711091894,0.10106962711091894,path_support_control,target_weaker_than_control,strong,False,False,True,Carrier contrast is strong; carrier role is more differentiated for this relation.
C_vs_Cp3__stability_core_3,C_vs_Cp3,stability_core_3,0.9843549474859228,obs080d_carrier_mean_ba,no_window,C_vs_Cp3__no_window,1.0,obs080d_carrier_mean_ba,-0.015645052514077218,0.015645052514077218,compact_primary_candidate,similar_or_redundant,weak,True,False,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__stability_core_3,C_vs_Cp3,stability_core_3,0.9843549474859228,obs080d_carrier_mean_ba,stability_plus_geometry,C_vs_Cp3__stability_plus_geometry,0.9861301809832822,obs080d_carrier_mean_ba,-0.0017752334973594186,0.0017752334973594186,compact_primary_candidate,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__stability_core_3,C_vs_Cp3,stability_core_3,0.9843549474859228,obs080d_carrier_mean_ba,strict_numeric_all,C_vs_Cp3__strict_numeric_all,1.0,obs080d_carrier_mean_ba,-0.015645052514077218,0.015645052514077218,compact_primary_candidate,similar_or_redundant,weak,True,False,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__stability_core_3,C_vs_Cp3,stability_core_3,0.9843549474859228,obs080d_carrier_mean_ba,geometry_scores_only,C_vs_Cp3__geometry_scores_only,0.9456003308059068,obs080d_carrier_mean_ba,0.03875461668001601,0.03875461668001601,compact_primary_candidate,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__stability_core_3,C_vs_Cp3,stability_core_3,0.9843549474859228,obs080d_carrier_mean_ba,path_shares_only,C_vs_Cp3__path_shares_only,0.915184561121935,obs080d_carrier_mean_ba,0.06917038636398776,0.06917038636398776,compact_primary_candidate,compact_sufficient_relative_to_control,moderate,False,False,True,Carrier contrast is moderate; carrier role is more differentiated for this relation.
C_vs_Cp3__no_window,C_vs_Cp3,no_window,1.0,obs080d_carrier_mean_ba,stability_core_3,C_vs_Cp3__stability_core_3,0.9843549474859228,obs080d_carrier_mean_ba,0.015645052514077218,0.015645052514077218,non_window_redundancy_control,similar_or_redundant,weak,True,False,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__no_window,C_vs_Cp3,no_window,1.0,obs080d_carrier_mean_ba,stability_plus_geometry,C_vs_Cp3__stability_plus_geometry,0.9861301809832822,obs080d_carrier_mean_ba,0.0138698190167178,0.0138698190167178,non_window_redundancy_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__no_window,C_vs_Cp3,no_window,1.0,obs080d_carrier_mean_ba,strict_numeric_all,C_vs_Cp3__strict_numeric_all,1.0,obs080d_carrier_mean_ba,0.0,0.0,non_window_redundancy_control,similar_or_redundant,weak,True,False,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__no_window,C_vs_Cp3,no_window,1.0,obs080d_carrier_mean_ba,geometry_scores_only,C_vs_Cp3__geometry_scores_only,0.9456003308059068,obs080d_carrier_mean_ba,0.054399669194093225,0.054399669194093225,non_window_redundancy_control,target_specificity_candidate,moderate,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
C_vs_Cp3__no_window,C_vs_Cp3,no_window,1.0,obs080d_carrier_mean_ba,path_shares_only,C_vs_Cp3__path_shares_only,0.915184561121935,obs080d_carrier_mean_ba,0.08481543887806497,0.08481543887806497,non_window_redundancy_control,target_specificity_candidate,moderate,False,False,True,Carrier contrast is moderate; carrier role is more differentiated for this relation.
C_vs_Cp3__stability_plus_geometry,C_vs_Cp3,stability_plus_geometry,0.9861301809832822,obs080d_carrier_mean_ba,stability_core_3,C_vs_Cp3__stability_core_3,0.9843549474859228,obs080d_carrier_mean_ba,0.0017752334973594186,0.0017752334973594186,geometry_sharpening_candidate,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__stability_plus_geometry,C_vs_Cp3,stability_plus_geometry,0.9861301809832822,obs080d_carrier_mean_ba,no_window,C_vs_Cp3__no_window,1.0,obs080d_carrier_mean_ba,-0.0138698190167178,0.0138698190167178,geometry_sharpening_candidate,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__stability_plus_geometry,C_vs_Cp3,stability_plus_geometry,0.9861301809832822,obs080d_carrier_mean_ba,strict_numeric_all,C_vs_Cp3__strict_numeric_all,1.0,obs080d_carrier_mean_ba,-0.0138698190167178,0.0138698190167178,geometry_sharpening_candidate,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__stability_plus_geometry,C_vs_Cp3,stability_plus_geometry,0.9861301809832822,obs080d_carrier_mean_ba,geometry_scores_only,C_vs_Cp3__geometry_scores_only,0.9456003308059068,obs080d_carrier_mean_ba,0.040529850177375426,0.040529850177375426,geometry_sharpening_candidate,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__stability_plus_geometry,C_vs_Cp3,stability_plus_geometry,0.9861301809832822,obs080d_carrier_mean_ba,path_shares_only,C_vs_Cp3__path_shares_only,0.915184561121935,obs080d_carrier_mean_ba,0.07094561986134718,0.07094561986134718,geometry_sharpening_candidate,geometry_sharpening_or_required_candidate,moderate,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
C_vs_Cp3__strict_numeric_all,C_vs_Cp3,strict_numeric_all,1.0,obs080d_carrier_mean_ba,stability_core_3,C_vs_Cp3__stability_core_3,0.9843549474859228,obs080d_carrier_mean_ba,0.015645052514077218,0.015645052514077218,strict_numeric_reference_control,similar_or_redundant,weak,True,False,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__strict_numeric_all,C_vs_Cp3,strict_numeric_all,1.0,obs080d_carrier_mean_ba,no_window,C_vs_Cp3__no_window,1.0,obs080d_carrier_mean_ba,0.0,0.0,strict_numeric_reference_control,similar_or_redundant,weak,True,False,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__strict_numeric_all,C_vs_Cp3,strict_numeric_all,1.0,obs080d_carrier_mean_ba,stability_plus_geometry,C_vs_Cp3__stability_plus_geometry,0.9861301809832822,obs080d_carrier_mean_ba,0.0138698190167178,0.0138698190167178,strict_numeric_reference_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__strict_numeric_all,C_vs_Cp3,strict_numeric_all,1.0,obs080d_carrier_mean_ba,geometry_scores_only,C_vs_Cp3__geometry_scores_only,0.9456003308059068,obs080d_carrier_mean_ba,0.054399669194093225,0.054399669194093225,strict_numeric_reference_control,target_specificity_candidate,moderate,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
C_vs_Cp3__strict_numeric_all,C_vs_Cp3,strict_numeric_all,1.0,obs080d_carrier_mean_ba,path_shares_only,C_vs_Cp3__path_shares_only,0.915184561121935,obs080d_carrier_mean_ba,0.08481543887806497,0.08481543887806497,strict_numeric_reference_control,target_specificity_candidate,moderate,False,False,True,Carrier contrast is moderate; carrier role is more differentiated for this relation.
C_vs_Cp3__geometry_scores_only,C_vs_Cp3,geometry_scores_only,0.9456003308059068,obs080d_carrier_mean_ba,stability_core_3,C_vs_Cp3__stability_core_3,0.9843549474859228,obs080d_carrier_mean_ba,-0.03875461668001601,0.03875461668001601,geometry_only_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__geometry_scores_only,C_vs_Cp3,geometry_scores_only,0.9456003308059068,obs080d_carrier_mean_ba,no_window,C_vs_Cp3__no_window,1.0,obs080d_carrier_mean_ba,-0.054399669194093225,0.054399669194093225,geometry_only_control,target_weaker_than_control,moderate,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
C_vs_Cp3__geometry_scores_only,C_vs_Cp3,geometry_scores_only,0.9456003308059068,obs080d_carrier_mean_ba,stability_plus_geometry,C_vs_Cp3__stability_plus_geometry,0.9861301809832822,obs080d_carrier_mean_ba,-0.040529850177375426,0.040529850177375426,geometry_only_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__geometry_scores_only,C_vs_Cp3,geometry_scores_only,0.9456003308059068,obs080d_carrier_mean_ba,strict_numeric_all,C_vs_Cp3__strict_numeric_all,1.0,obs080d_carrier_mean_ba,-0.054399669194093225,0.054399669194093225,geometry_only_control,target_weaker_than_control,moderate,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
C_vs_Cp3__geometry_scores_only,C_vs_Cp3,geometry_scores_only,0.9456003308059068,obs080d_carrier_mean_ba,path_shares_only,C_vs_Cp3__path_shares_only,0.915184561121935,obs080d_carrier_mean_ba,0.03041576968397175,0.03041576968397175,geometry_only_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
C_vs_Cp3__path_shares_only,C_vs_Cp3,path_shares_only,0.915184561121935,obs080d_carrier_mean_ba,stability_core_3,C_vs_Cp3__stability_core_3,0.9843549474859228,obs080d_carrier_mean_ba,-0.06917038636398776,0.06917038636398776,path_support_control,target_weaker_than_control,moderate,False,False,True,Carrier contrast is moderate; carrier role is more differentiated for this relation.
C_vs_Cp3__path_shares_only,C_vs_Cp3,path_shares_only,0.915184561121935,obs080d_carrier_mean_ba,no_window,C_vs_Cp3__no_window,1.0,obs080d_carrier_mean_ba,-0.08481543887806497,0.08481543887806497,path_support_control,target_weaker_than_control,moderate,False,False,True,Carrier contrast is moderate; carrier role is more differentiated for this relation.
C_vs_Cp3__path_shares_only,C_vs_Cp3,path_shares_only,0.915184561121935,obs080d_carrier_mean_ba,stability_plus_geometry,C_vs_Cp3__stability_plus_geometry,0.9861301809832822,obs080d_carrier_mean_ba,-0.07094561986134718,0.07094561986134718,path_support_control,target_weaker_than_control,moderate,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
C_vs_Cp3__path_shares_only,C_vs_Cp3,path_shares_only,0.915184561121935,obs080d_carrier_mean_ba,strict_numeric_all,C_vs_Cp3__strict_numeric_all,1.0,obs080d_carrier_mean_ba,-0.08481543887806497,0.08481543887806497,path_support_control,target_weaker_than_control,moderate,False,False,True,Carrier contrast is moderate; carrier role is more differentiated for this relation.
C_vs_Cp3__path_shares_only,C_vs_Cp3,path_shares_only,0.915184561121935,obs080d_carrier_mean_ba,geometry_scores_only,C_vs_Cp3__geometry_scores_only,0.9456003308059068,obs080d_carrier_mean_ba,-0.03041576968397175,0.03041576968397175,path_support_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
Cp2_vs_Cp3__geometry_scores_only,Cp2_vs_Cp3,geometry_scores_only,0.999094072214016,obs080d_carrier_mean_ba,no_window,Cp2_vs_Cp3__no_window,1.0,obs080d_carrier_mean_ba,-0.0009059277859839732,0.0009059277859839732,geometry_only_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
Cp2_vs_Cp3__geometry_scores_only,Cp2_vs_Cp3,geometry_scores_only,0.999094072214016,obs080d_carrier_mean_ba,path_shares_only,Cp2_vs_Cp3__path_shares_only,0.921024216048558,obs080d_carrier_mean_ba,0.07806985616545803,0.07806985616545803,geometry_only_control,geometry_sharpening_or_required_candidate,moderate,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
Cp2_vs_Cp3__geometry_scores_only,Cp2_vs_Cp3,geometry_scores_only,0.999094072214016,obs080d_carrier_mean_ba,stability_plus_geometry,Cp2_vs_Cp3__stability_plus_geometry,0.9958196645269116,obs080d_carrier_mean_ba,0.003274407687104408,0.003274407687104408,geometry_only_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
Cp2_vs_Cp3__geometry_scores_only,Cp2_vs_Cp3,geometry_scores_only,0.999094072214016,obs080d_carrier_mean_ba,strict_numeric_all,Cp2_vs_Cp3__strict_numeric_all,1.0,obs080d_carrier_mean_ba,-0.0009059277859839732,0.0009059277859839732,geometry_only_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
Cp2_vs_Cp3__geometry_scores_only,Cp2_vs_Cp3,geometry_scores_only,0.999094072214016,obs080d_carrier_mean_ba,stability_core_3,Cp2_vs_Cp3__stability_core_3,0.8854513776926801,obs080d_carrier_mean_ba,0.11364269452133591,0.11364269452133591,geometry_only_control,geometry_sharpening_or_required_candidate,strong,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
Cp2_vs_Cp3__no_window,Cp2_vs_Cp3,no_window,1.0,obs080d_carrier_mean_ba,geometry_scores_only,Cp2_vs_Cp3__geometry_scores_only,0.999094072214016,obs080d_carrier_mean_ba,0.0009059277859839732,0.0009059277859839732,non_window_redundancy_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
Cp2_vs_Cp3__no_window,Cp2_vs_Cp3,no_window,1.0,obs080d_carrier_mean_ba,path_shares_only,Cp2_vs_Cp3__path_shares_only,0.921024216048558,obs080d_carrier_mean_ba,0.078975783951442,0.078975783951442,non_window_redundancy_control,target_specificity_candidate,moderate,False,False,True,Carrier contrast is moderate; carrier role is more differentiated for this relation.
Cp2_vs_Cp3__no_window,Cp2_vs_Cp3,no_window,1.0,obs080d_carrier_mean_ba,stability_plus_geometry,Cp2_vs_Cp3__stability_plus_geometry,0.9958196645269116,obs080d_carrier_mean_ba,0.004180335473088381,0.004180335473088381,non_window_redundancy_control,similar_or_redundant,weak,True,True,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
Cp2_vs_Cp3__no_window,Cp2_vs_Cp3,no_window,1.0,obs080d_carrier_mean_ba,strict_numeric_all,Cp2_vs_Cp3__strict_numeric_all,1.0,obs080d_carrier_mean_ba,0.0,0.0,non_window_redundancy_control,similar_or_redundant,weak,True,False,True,Carrier contrast is weak; carrier may be redundant or overbroad for this relation.
Cp2_vs_Cp3__no_window,Cp2_vs_Cp3,no_window,1.0,obs080d_carrier_mean_ba,stability_core_3,Cp2_vs_Cp3__stability_core_3,0.8854513776926801,obs080d_carrier_mean_ba,0.11454862230731988,0.11454862230731988,non_window_redundancy_control,target_specificity_candidate,strong,False,False,True,Carrier contrast is strong; carrier role is more differentiated for this relation.
Cp2_vs_Cp3__path_shares_only,Cp2_vs_Cp3,path_shares_only,0.921024216048558,obs080d_carrier_mean_ba,geometry_scores_only,Cp2_vs_Cp3__geometry_scores_only,0.999094072214016,obs080d_carrier_mean_ba,-0.07806985616545803,0.07806985616545803,path_support_control,target_weaker_than_control,moderate,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
Cp2_vs_Cp3__path_shares_only,Cp2_vs_Cp3,path_shares_only,0.921024216048558,obs080d_carrier_mean_ba,no_window,Cp2_vs_Cp3__no_window,1.0,obs080d_carrier_mean_ba,-0.078975783951442,0.078975783951442,path_support_control,target_weaker_than_control,moderate,False,False,True,Carrier contrast is moderate; carrier role is more differentiated for this relation.
Cp2_vs_Cp3__path_shares_only,Cp2_vs_Cp3,path_shares_only,0.921024216048558,obs080d_carrier_mean_ba,stability_plus_geometry,Cp2_vs_Cp3__stability_plus_geometry,0.9958196645269116,obs080d_carrier_mean_ba,-0.07479544847835362,0.07479544847835362,path_support_control,target_weaker_than_control,moderate,False,True,True,"Carrier contrast involves geometry; interpret as sharpening/necessity audit, not proof of intrinsic geometry."
