paired_design_id,address_id,record_id,support_id,relation,carrier,entitlement_status,delta,control_response_lambda,reliability_target,discovery_nominal_independent_objects,confirmation_nominal_independent_objects,total_nominal_independent_objects,discovery_selected_mean_effective_clusters_min,confirmation_selected_mean_effective_clusters_min,discovery_selected_support_efficiency_min,confirmation_selected_support_efficiency_min,paired_robust_probability_at_selected_allocations,paired_selected_support_efficiency_min,target_global_rank,address_target_rank,partition_protocol,pooling_rule,replacement_rule,evaluation_rule,claim_rule,scenario_axis_semantics
PP-778ec16ea273e1c19101f18e,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.75,0.5,0.5,6.0,6.0,12.0,4.492,4.485,0.7486666666666667,0.7475,0.509,0.7475,11,11,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-0d91eeaf807cce0633d79805,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.75,0.25,0.5,6.0,6.0,12.0,4.425,4.426,0.7374999999999999,0.7376666666666667,0.509,0.7374999999999999,12,12,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-bf9dc21bd8a91623df2b8744,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,2.0,0.5,0.5,5.0,8.0,13.0,3.772,4.028,0.7544,0.5035,0.62,0.5035,13,1,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-90af40a91a74c8f0a0a7ae29,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.5,0.0,0.5,5.0,8.0,13.0,3.734,3.969,0.7468,0.496125,0.614,0.496125,14,2,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-cae8df08c8138f1f8e11afc0,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,2.0,0.25,0.5,5.0,8.0,13.0,3.721,3.981,0.7442,0.497625,0.612,0.497625,15,3,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-9cabce8d3078ca274ef484a2,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,2.0,0.0,0.5,5.0,8.0,13.0,3.756,3.926,0.7512,0.49075,0.612,0.49075,16,4,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-0570bfcda3948bc848c616ca,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.5,0.25,0.5,5.0,8.0,13.0,3.706,3.974,0.7412,0.49675,0.598,0.49675,17,5,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-7df13a5fa3485c9a6a114767,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.5,0.5,0.5,5.0,8.0,13.0,3.75,3.994,0.75,0.49925,0.589,0.49925,18,6,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-3790fb0e5559953faaa66807,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.0,0.0,0.5,5.0,8.0,13.0,3.731,3.959,0.7462,0.494875,0.58,0.494875,19,7,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-a3b315ba23676a4c31d99572,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.0,0.25,0.5,5.0,8.0,13.0,3.699,3.911,0.7398,0.488875,0.573,0.488875,20,8,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-4c59e20c33782071fd3811ff,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.75,0.0,0.5,5.0,8.0,13.0,3.732,4.025,0.7464000000000001,0.503125,0.562,0.503125,21,9,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-bd290ec076c737e3d680a878,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.0,0.5,0.5,5.0,8.0,13.0,3.73,3.99,0.746,0.49875,0.549,0.49875,22,10,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-940afef89192d494552c3ab4,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.75,0.25,0.5,5.0,8.0,13.0,3.723,3.976,0.7445999999999999,0.497,0.547,0.497,23,11,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-ad9e7d8e94f915558566f655,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.75,0.5,0.5,6.0,8.0,14.0,4.494,3.992,0.749,0.499,0.573,0.499,24,12,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-dcf31ac6e330465f30987de6,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.5,0.0,0.5,6.0,8.0,14.0,4.498,4.01,0.7496666666666667,0.50125,0.57,0.50125,25,13,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-14fdc1d25c6b1196ab09bf24,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.5,0.25,0.5,6.0,8.0,14.0,4.492,4.025,0.7486666666666667,0.503125,0.548,0.503125,26,14,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-17e94426e52412be12ccf91c,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.5,0.25,0.5,8.0,8.0,16.0,5.94,5.965,0.7425,0.745625,0.606,0.7425,27,13,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-c2f4087261b7e76662273358,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.5,0.5,0.5,6.0,10.0,16.0,4.472,4.993,0.7453333333333334,0.4993,0.601,0.4993,28,15,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-562fb0647a539929fdedfd5d,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.5,0.0,0.5,8.0,8.0,16.0,5.972,5.969,0.7465,0.746125,0.588,0.746125,29,14,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-a7e84f0e3e8e6bff174b5c7b,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.5,0.5,0.5,8.0,8.0,16.0,5.986,6.032,0.74825,0.754,0.577,0.74825,30,15,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-8d63ef506eb04a20e701df2f,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.25,0.25,0.5,8.0,10.0,18.0,5.994,5.0,0.74925,0.5,0.521,0.5,31,16,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-9ce0941c8a80e4586a4ac649,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.25,0.0,0.5,8.0,10.0,18.0,5.955,4.853,0.744375,0.4852999999999999,0.503,0.4852999999999999,32,17,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-38df9acc0b637ad805379e51,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.25,0.5,0.5,8.0,12.0,20.0,6.036,5.963,0.7545,0.4969166666666667,0.532,0.4969166666666667,33,18,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-1830de28dee2133642fed443,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.25,0.0,0.5,12.0,12.0,24.0,8.912,8.958,0.7426666666666667,0.7465,0.549,0.7426666666666667,34,16,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-0fb76f7c71819e8a6d8e9e43,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.25,0.25,0.5,12.0,12.0,24.0,8.937,9.003,0.7447499999999999,0.75025,0.535,0.7447499999999999,35,17,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-d44aa8d572647d71d144b952,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,2.0,0.0,0.8,6.0,6.0,12.0,4.472,4.519,0.7453333333333334,0.7531666666666667,0.817,0.7453333333333334,1,1,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-7d64609d78fe178970622989,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,2.0,0.25,0.8,6.0,8.0,14.0,4.48,5.968,0.7466666666666667,0.746,0.803,0.746,2,2,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-b7b90eaa4eedaf62b627e1a0,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,1.5,0.25,0.8,8.0,8.0,16.0,5.993,6.041,0.749125,0.755125,0.948,0.749125,3,3,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-024121f98bc450d2e25ba9d6,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,1.5,0.0,0.8,8.0,8.0,16.0,5.994,5.964,0.74925,0.7455,0.943,0.7455,4,4,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-5422dd6554c8022315373597,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,2.0,0.5,0.8,8.0,8.0,16.0,5.994,5.973,0.74925,0.746625,0.913,0.746625,5,5,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
PP-494d25769e8d04fb1477d3be,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,1.0,0.25,0.8,8.0,8.0,16.0,5.944,5.955,0.743,0.744375,0.898,0.743,6,6,acquire and evaluate discovery and confirmation independently; seal the confirmation protocol before confirmation-data access,pooling discovery and confirmation for evidence evaluation is prohibited,"any replacement rule must be pre-registered and independent of observed effect direction, magnitude, or gate passage",apply the frozen evidence contract separately in each partition,carry entitlement status unchanged; candidate success cannot increase claim entitlement,"delta and control_response_lambda are simulator stress-test axes, not operational campaign settings"
