observation_key,row_index,cluster_unit,cluster_id,class_value,partition,partition_seed,discovery_fraction
Cp2|frobenius_ridge|before|5|6,68,object,frobenius_ridge,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|frobenius_ridge|entered|5|6,69,object,frobenius_ridge,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|frobenius_ridge|exited|5|6,70,object,frobenius_ridge,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|frobenius_ridge|persisted|5|6,71,object,frobenius_ridge,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|frobenius_ridge|union|5|6,72,object,frobenius_ridge,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|response_ridge|after|5|6,73,object,response_ridge,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|response_ridge|before|5|6,74,object,response_ridge,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|response_ridge|entered|5|6,75,object,response_ridge,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|response_ridge|exited|5|6,76,object,response_ridge,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|response_ridge|persisted|5|6,77,object,response_ridge,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|response_ridge|union|5|6,78,object,response_ridge,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|density_core|after|2|3,79,object,density_core,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|density_core|before|2|3,80,object,density_core,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|density_core|entered|2|3,81,object,density_core,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|density_core|exited|2|3,82,object,density_core,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|density_core|persisted|2|3,83,object,density_core,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|density_core|union|2|3,84,object,density_core,Cp2,discovery,obs084a-two-way-freeze-v1,0.67
Cp2|energy_ridge|after|2|3,85,object,energy_ridge,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|energy_ridge|before|2|3,86,object,energy_ridge,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|energy_ridge|entered|2|3,87,object,energy_ridge,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|energy_ridge|exited|2|3,88,object,energy_ridge,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|energy_ridge|persisted|2|3,89,object,energy_ridge,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|energy_ridge|union|2|3,90,object,energy_ridge,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|seam_proxy|after|3|4,91,object,seam_proxy,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|seam_proxy|before|3|4,92,object,seam_proxy,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|seam_proxy|entered|3|4,93,object,seam_proxy,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|seam_proxy|exited|3|4,94,object,seam_proxy,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|seam_proxy|persisted|3|4,95,object,seam_proxy,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|seam_proxy|union|3|4,96,object,seam_proxy,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|coupling_positive|after|3|4,97,object,coupling_positive,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|coupling_positive|before|3|4,98,object,coupling_positive,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|coupling_positive|entered|3|4,99,object,coupling_positive,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|coupling_positive|exited|3|4,100,object,coupling_positive,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|coupling_positive|persisted|3|4,101,object,coupling_positive,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|coupling_positive|union|3|4,102,object,coupling_positive,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|seam_proxy|after|4|5,103,object,seam_proxy,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|seam_proxy|before|4|5,104,object,seam_proxy,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|seam_proxy|entered|4|5,105,object,seam_proxy,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|seam_proxy|exited|4|5,106,object,seam_proxy,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|seam_proxy|persisted|4|5,107,object,seam_proxy,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp2|seam_proxy|union|4|5,108,object,seam_proxy,Cp2,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|energy_ridge|after|6|7,109,object,energy_ridge,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|energy_ridge|before|6|7,110,object,energy_ridge,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|energy_ridge|entered|6|7,111,object,energy_ridge,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|energy_ridge|exited|6|7,112,object,energy_ridge,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|energy_ridge|persisted|6|7,113,object,energy_ridge,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|energy_ridge|union|6|7,114,object,energy_ridge,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|seam_proxy|after|2|3,115,object,seam_proxy,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|seam_proxy|before|2|3,116,object,seam_proxy,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|seam_proxy|entered|2|3,117,object,seam_proxy,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|seam_proxy|exited|2|3,118,object,seam_proxy,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|seam_proxy|persisted|2|3,119,object,seam_proxy,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|seam_proxy|union|2|3,120,object,seam_proxy,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|frobenius_ridge|after|4|5,121,object,frobenius_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|frobenius_ridge|before|4|5,122,object,frobenius_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|frobenius_ridge|entered|4|5,123,object,frobenius_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|frobenius_ridge|exited|4|5,124,object,frobenius_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|frobenius_ridge|persisted|4|5,125,object,frobenius_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|frobenius_ridge|union|4|5,126,object,frobenius_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|response_ridge|after|4|5,127,object,response_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|response_ridge|before|4|5,128,object,response_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|response_ridge|entered|4|5,129,object,response_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|response_ridge|exited|4|5,130,object,response_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|response_ridge|persisted|4|5,131,object,response_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|response_ridge|union|4|5,132,object,response_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|seam_proxy|after|5|6,133,object,seam_proxy,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|seam_proxy|before|5|6,134,object,seam_proxy,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|seam_proxy|entered|5|6,135,object,seam_proxy,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|seam_proxy|exited|5|6,136,object,seam_proxy,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|seam_proxy|persisted|5|6,137,object,seam_proxy,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|seam_proxy|union|5|6,138,object,seam_proxy,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|frobenius_ridge|after|5|6,139,object,frobenius_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|frobenius_ridge|before|5|6,140,object,frobenius_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|frobenius_ridge|entered|5|6,141,object,frobenius_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|frobenius_ridge|exited|5|6,142,object,frobenius_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|frobenius_ridge|persisted|5|6,143,object,frobenius_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|frobenius_ridge|union|5|6,144,object,frobenius_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|response_ridge|after|5|6,145,object,response_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|response_ridge|before|5|6,146,object,response_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|response_ridge|entered|5|6,147,object,response_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|response_ridge|exited|5|6,148,object,response_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|response_ridge|persisted|5|6,149,object,response_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|response_ridge|union|5|6,150,object,response_ridge,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|density_core|after|3|4,151,object,density_core,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|density_core|before|3|4,152,object,density_core,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|density_core|entered|3|4,153,object,density_core,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|density_core|exited|3|4,154,object,density_core,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|density_core|persisted|3|4,155,object,density_core,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|density_core|union|3|4,156,object,density_core,Cp3,discovery,obs084a-two-way-freeze-v1,0.67
Cp3|coupling_negative|after|4|5,157,object,coupling_negative,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|coupling_negative|before|4|5,158,object,coupling_negative,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|coupling_negative|entered|4|5,159,object,coupling_negative,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|coupling_negative|persisted|4|5,160,object,coupling_negative,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|coupling_negative|union|4|5,161,object,coupling_negative,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|energy_ridge|after|4|5,162,object,energy_ridge,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|energy_ridge|before|4|5,163,object,energy_ridge,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|energy_ridge|entered|4|5,164,object,energy_ridge,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|energy_ridge|exited|4|5,165,object,energy_ridge,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|energy_ridge|persisted|4|5,166,object,energy_ridge,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
Cp3|energy_ridge|union|4|5,167,object,energy_ridge,Cp3,confirmation,obs084a-two-way-freeze-v1,0.67
